id,total_len,nb_groups,len_groups,max_len_group
379_AntiqueOliCom-RegIta_fs_50_G_Layer 2,15,1,[15],15
37_AntiqueOli-Bol_fs_50_k_Layer 2,15,1,[15],15
37_ACaslonPro-Bold_fs_50_k_Layer 2,16,1,[16],16
3800_ClarendonURW-BolObl_fs_50_R_Layer 2,29,2,"[23, 6]",23
3801_FranklinGothicURWCon-DemIta_fs_50_S_Layer 2,17,1,[17],17
3801_ClarendonURW-BolObl_fs_50_S_Layer 2,23,1,[23],23
3800_FranklinGothicURWCon-DemIta_fs_50_R_Layer 2,17,2,"[12, 5]",12
3802_FranklinGothicURWCon-DemIta_fs_50_T_Layer 2,9,1,[9],9
3802_ClarendonURW-BolObl_fs_50_T_Layer 2,15,1,[15],15
3803_ClarendonURW-BolObl_fs_50_U_Layer 2,20,1,[20],20
3804_FranklinGothicURWCon-DemIta_fs_50_V_Layer 2,9,1,[9],9
3803_FranklinGothicURWCon-DemIta_fs_50_U_Layer 2,14,1,[14],14
3805_ClarendonURW-BolObl_fs_50_W_Layer 2,25,1,[25],25
3804_ClarendonURW-BolObl_fs_50_V_Layer 2,17,1,[17],17
3805_FranklinGothicURWCon-DemIta_fs_50_W_Layer 2,17,1,[17],17
3806_FranklinGothicURWCon-DemIta_fs_50_X_Layer 2,14,1,[14],14
3807_ClarendonURW-BolObl_fs_50_Y_Layer 2,20,1,[20],20
3806_ClarendonURW-BolObl_fs_50_X_Layer 2,21,1,[21],21
3807_FranklinGothicURWCon-DemIta_fs_50_Y_Layer 2,8,1,[8],8
3808_ClarendonURW-BolObl_fs_50_Z_Layer 2,16,1,[16],16
3808_FranklinGothicURWCon-DemIta_fs_50_Z_Layer 2,11,1,[11],11
3809_ClarendonURW-BolObl_fs_50_a_Layer 2,23,2,"[18, 5]",18
380_AGaramondPro-Bold_fs_50_H_Layer 2,18,1,[18],18
3809_FranklinGothicURWCon-DemIta_fs_50_a_Layer 2,17,2,"[12, 5]",12
380_AntiqueOliCom-RegIta_fs_50_H_Layer 2,13,1,[13],13
3810_ClarendonURW-BolObl_fs_50_b_Layer 2,16,2,"[10, 6]",10
3811_ClarendonURW-BolObl_fs_50_c_Layer 2,15,1,[15],15
3811_FranklinGothicURWCon-DemIta_fs_50_c_Layer 2,11,1,[11],11
3810_FranklinGothicURWCon-DemIta_fs_50_b_Layer 2,18,2,"[9, 9]",9
3812_ClarendonURW-BolObl_fs_50_d_Layer 2,20,2,"[13, 7]",13
3812_FranklinGothicURWCon-DemIta_fs_50_d_Layer 2,14,2,"[8, 6]",8
3813_FranklinGothicURWCon-DemIta_fs_50_e_Layer 2,15,2,"[11, 4]",11
3813_ClarendonURW-BolObl_fs_50_e_Layer 2,13,2,"[9, 4]",9
3814_ClarendonURW-BolObl_fs_50_f_Layer 2,19,1,[19],19
3814_FranklinGothicURWCon-DemIta_fs_50_f_Layer 2,12,1,[12],12
3815_FranklinGothicURWCon-DemIta_fs_50_g_Layer 2,25,3,"[16, 5, 4]",16
3815_ClarendonURW-BolObl_fs_50_g_Layer 2,26,3,"[20, 3, 3]",20
3816_FranklinGothicURWCon-DemIta_fs_50_h_Layer 2,15,1,[15],15
3816_ClarendonURW-BolObl_fs_50_h_Layer 2,19,1,[19],19
3817_ClarendonURW-BolObl_fs_50_i_Layer 2,15,2,"[5, 10]",10
3817_FranklinGothicURWCon-DemIta_fs_50_i_Layer 2,10,2,"[5, 5]",5
3818_FranklinGothicURWCon-DemIta_fs_50_j_Layer 2,14,2,"[5, 9]",9
3819_ClarendonURW-BolObl_fs_50_k_Layer 2,19,1,[19],19
3818_ClarendonURW-BolObl_fs_50_j_Layer 2,19,2,"[5, 14]",14
3819_FranklinGothicURWCon-DemIta_fs_50_k_Layer 2,11,1,[11],11
381_AntiqueOliCom-RegIta_fs_50_I_Layer 2,5,1,[5],5
381_AGaramondPro-Bold_fs_50_I_Layer 2,10,1,[10],10
3820_ClarendonURW-BolObl_fs_50_l_Layer 2,8,1,[8],8
3820_FranklinGothicURWCon-DemIta_fs_50_l_Layer 2,5,1,[5],5
3821_ClarendonURW-BolObl_fs_50_m_Layer 2,22,1,[22],22
3821_FranklinGothicURWCon-DemIta_fs_50_m_Layer 2,20,1,[20],20
3822_ClarendonURW-BolObl_fs_50_n_Layer 2,18,1,[18],18
3822_FranklinGothicURWCon-DemIta_fs_50_n_Layer 2,13,1,[13],13
3823_ClarendonURW-BolObl_fs_50_o_Layer 2,12,2,"[5, 7]",7
3823_FranklinGothicURWCon-DemIta_fs_50_o_Layer 2,12,2,"[7, 5]",7
3824_FranklinGothicURWCon-DemIta_fs_50_p_Layer 2,16,2,"[10, 6]",10
3824_ClarendonURW-BolObl_fs_50_p_Layer 2,21,2,"[14, 7]",14
3825_ClarendonURW-BolObl_fs_50_q_Layer 2,21,2,"[14, 7]",14
3826_ClarendonURW-BolObl_fs_50_r_Layer 2,15,1,[15],15
3825_FranklinGothicURWCon-DemIta_fs_50_q_Layer 2,17,2,"[10, 7]",10
3826_FranklinGothicURWCon-DemIta_fs_50_r_Layer 2,8,1,[8],8
3827_FranklinGothicURWCon-DemIta_fs_50_s_Layer 2,19,1,[19],19
3827_ClarendonURW-BolObl_fs_50_s_Layer 2,18,1,[18],18
3828_ClarendonURW-BolObl_fs_50_t_Layer 2,14,1,[14],14
3829_ClarendonURW-BolObl_fs_50_u_Layer 2,18,1,[18],18
3828_FranklinGothicURWCon-DemIta_fs_50_t_Layer 2,16,1,[16],16
382_AGaramondPro-Bold_fs_50_J_Layer 2,12,1,[12],12
3829_FranklinGothicURWCon-DemIta_fs_50_u_Layer 2,14,1,[14],14
382_AntiqueOliCom-RegIta_fs_50_J_Layer 2,9,1,[9],9
3830_ClarendonURW-BolObl_fs_50_v_Layer 2,14,1,[14],14
3830_FranklinGothicURWCon-DemIta_fs_50_v_Layer 2,9,1,[9],9
3831_ClarendonURW-BolObl_fs_50_w_Layer 2,24,1,[24],24
3831_FranklinGothicURWCon-DemIta_fs_50_w_Layer 2,17,1,[17],17
3832_FranklinGothicURWCon-DemIta_fs_50_x_Layer 2,13,1,[13],13
3832_ClarendonURW-BolObl_fs_50_x_Layer 2,22,1,[22],22
3833_ClarendonURW-BolObl_fs_50_y_Layer 2,20,1,[20],20
3833_FranklinGothicURWCon-DemIta_fs_50_y_Layer 2,11,1,[11],11
3834_FranklinGothicURWCon-DemIta_fs_50_z_Layer 2,9,1,[9],9
3834_ClarendonURW-BolObl_fs_50_z_Layer 2,17,1,[17],17
3835_ClarendonURW-BolObl_fs_50_0_Layer 2,12,2,"[5, 7]",7
3835_FranklinGothicURWCon-DemIta_fs_50_0_Layer 2,18,2,"[9, 9]",9
3836_ClarendonURW-BolObl_fs_50_1_Layer 2,12,1,[12],12
3836_FranklinGothicURWCon-DemIta_fs_50_1_Layer 2,12,1,[12],12
3837_FranklinGothicURWCon-DemIta_fs_50_2_Layer 2,15,1,[15],15
3837_ClarendonURW-BolObl_fs_50_2_Layer 2,21,1,[21],21
3839_ClarendonURW-BolObl_fs_50_4_Layer 2,20,2,"[15, 5]",15
3838_FranklinGothicURWCon-DemIta_fs_50_3_Layer 2,16,1,[16],16
3838_ClarendonURW-BolObl_fs_50_3_Layer 2,22,1,[22],22
3839_FranklinGothicURWCon-DemIta_fs_50_4_Layer 2,17,2,"[12, 5]",12
383_AGaramondPro-Bold_fs_50_K_Layer 2,21,1,[21],21
3840_FranklinGothicURWCon-DemIta_fs_50_5_Layer 2,15,1,[15],15
383_AntiqueOliCom-RegIta_fs_50_K_Layer 2,13,1,[13],13
3840_ClarendonURW-BolObl_fs_50_5_Layer 2,20,1,[20],20
3841_ClarendonURW-BolObl_fs_50_6_Layer 2,17,2,"[12, 5]",12
3842_ClarendonURW-BolObl_fs_50_7_Layer 2,13,1,[13],13
3841_FranklinGothicURWCon-DemIta_fs_50_6_Layer 2,17,2,"[11, 6]",11
3842_FranklinGothicURWCon-DemIta_fs_50_7_Layer 2,8,1,[8],8
3843_ClarendonURW-BolObl_fs_50_8_Layer 2,24,3,"[11, 8, 5]",11
3844_ClarendonURW-BolObl_fs_50_9_Layer 2,16,2,"[11, 5]",11
3843_FranklinGothicURWCon-DemIta_fs_50_8_Layer 2,21,3,"[11, 5, 5]",11
3845_ClarendonURW-ExtBol_fs_50_A_Layer 2,21,2,"[16, 5]",16
3844_FranklinGothicURWCon-DemIta_fs_50_9_Layer 2,18,2,"[11, 7]",11
3845_FranklinGothicURWCon-MedIta_fs_50_A_Layer 2,14,2,"[9, 5]",9
3846_FranklinGothicURWCon-MedIta_fs_50_B_Layer 2,18,3,"[8, 5, 5]",8
3847_ClarendonURW-ExtBol_fs_50_C_Layer 2,18,1,[18],18
3846_ClarendonURW-ExtBol_fs_50_B_Layer 2,22,3,"[13, 4, 5]",13
3847_FranklinGothicURWCon-MedIta_fs_50_C_Layer 2,16,1,[16],16
3848_FranklinGothicURWCon-MedIta_fs_50_D_Layer 2,12,2,"[7, 5]",7
3848_ClarendonURW-ExtBol_fs_50_D_Layer 2,14,2,"[9, 5]",9
3849_ClarendonURW-ExtBol_fs_50_E_Layer 2,19,1,[19],19
3849_FranklinGothicURWCon-MedIta_fs_50_E_Layer 2,13,1,[13],13
384_AGaramondPro-Bold_fs_50_L_Layer 2,14,1,[14],14
384_AntiqueOliCom-RegIta_fs_50_L_Layer 2,7,1,[7],7
3850_ClarendonURW-ExtBol_fs_50_F_Layer 2,20,1,[20],20
3850_FranklinGothicURWCon-MedIta_fs_50_F_Layer 2,11,1,[11],11
3851_ClarendonURW-ExtBol_fs_50_G_Layer 2,21,1,[21],21
3851_FranklinGothicURWCon-MedIta_fs_50_G_Layer 2,19,1,[19],19
3852_ClarendonURW-ExtBol_fs_50_H_Layer 2,23,1,[23],23
3852_FranklinGothicURWCon-MedIta_fs_50_H_Layer 2,13,1,[13],13
3853_ClarendonURW-ExtBol_fs_50_I_Layer 2,13,1,[13],13
3854_ClarendonURW-ExtBol_fs_50_J_Layer 2,16,1,[16],16
3853_FranklinGothicURWCon-MedIta_fs_50_I_Layer 2,5,1,[5],5
3854_FranklinGothicURWCon-MedIta_fs_50_J_Layer 2,7,1,[7],7
3855_ClarendonURW-ExtBol_fs_50_K_Layer 2,24,1,[24],24
3856_FranklinGothicURWCon-MedIta_fs_50_L_Layer 2,7,1,[7],7
3855_FranklinGothicURWCon-MedIta_fs_50_K_Layer 2,14,1,[14],14
3856_ClarendonURW-ExtBol_fs_50_L_Layer 2,14,1,[14],14
3857_ClarendonURW-ExtBol_fs_50_M_Layer 2,24,1,[24],24
3858_ClarendonURW-ExtBol_fs_50_N_Layer 2,20,1,[20],20
3857_FranklinGothicURWCon-MedIta_fs_50_M_Layer 2,17,1,[17],17
3858_FranklinGothicURWCon-MedIta_fs_50_N_Layer 2,13,1,[13],13
3859_ClarendonURW-ExtBol_fs_50_O_Layer 2,15,2,"[7, 8]",8
385_AGaramondPro-Bold_fs_50_M_Layer 2,24,1,[24],24
385_AntiqueOliCom-RegIta_fs_50_M_Layer 2,16,1,[16],16
3859_FranklinGothicURWCon-MedIta_fs_50_O_Layer 2,17,2,"[8, 9]",9
3860_ClarendonURW-ExtBol_fs_50_P_Layer 2,19,2,"[14, 5]",14
3860_FranklinGothicURWCon-MedIta_fs_50_P_Layer 2,13,2,"[8, 5]",8
3861_ClarendonURW-ExtBol_fs_50_Q_Layer 2,25,3,"[12, 7, 6]",12
3861_FranklinGothicURWCon-MedIta_fs_50_Q_Layer 2,20,2,"[11, 9]",11
3862_ClarendonURW-ExtBol_fs_50_R_Layer 2,24,2,"[19, 5]",19
3863_ClarendonURW-ExtBol_fs_50_S_Layer 2,22,1,[22],22
3862_FranklinGothicURWCon-MedIta_fs_50_R_Layer 2,17,2,"[12, 5]",12
3863_FranklinGothicURWCon-MedIta_fs_50_S_Layer 2,19,1,[19],19
3864_ClarendonURW-ExtBol_fs_50_T_Layer 2,15,1,[15],15
3865_FranklinGothicURWCon-MedIta_fs_50_U_Layer 2,14,1,[14],14
3865_ClarendonURW-ExtBol_fs_50_U_Layer 2,18,1,[18],18
3864_FranklinGothicURWCon-MedIta_fs_50_T_Layer 2,9,1,[9],9
3866_FranklinGothicURWCon-MedIta_fs_50_V_Layer 2,9,1,[9],9
3866_ClarendonURW-ExtBol_fs_50_V_Layer 2,15,1,[15],15
3867_ClarendonURW-ExtBol_fs_50_W_Layer 2,24,1,[24],24
3867_FranklinGothicURWCon-MedIta_fs_50_W_Layer 2,17,1,[17],17
3869_FranklinGothicURWCon-MedIta_fs_50_Y_Layer 2,8,1,[8],8
3869_ClarendonURW-ExtBol_fs_50_Y_Layer 2,18,1,[18],18
3868_ClarendonURW-ExtBol_fs_50_X_Layer 2,21,1,[21],21
3868_FranklinGothicURWCon-MedIta_fs_50_X_Layer 2,15,1,[15],15
3870_ClarendonURW-ExtBol_fs_50_Z_Layer 2,16,1,[16],16
3870_FranklinGothicURWCon-MedIta_fs_50_Z_Layer 2,12,1,[12],12
386_AntiqueOliCom-RegIta_fs_50_N_Layer 2,11,1,[11],11
386_AGaramondPro-Bold_fs_50_N_Layer 2,17,1,[17],17
3871_ClarendonURW-ExtBol_fs_50_a_Layer 2,21,2,"[17, 4]",17
3871_FranklinGothicURWCon-MedIta_fs_50_a_Layer 2,17,2,"[12, 5]",12
3872_FranklinGothicURWCon-MedIta_fs_50_b_Layer 2,19,2,"[10, 9]",10
3872_ClarendonURW-ExtBol_fs_50_b_Layer 2,17,2,"[12, 5]",12
3873_ClarendonURW-ExtBol_fs_50_c_Layer 2,14,1,[14],14
3873_FranklinGothicURWCon-MedIta_fs_50_c_Layer 2,15,1,[15],15
3875_ClarendonURW-ExtBol_fs_50_e_Layer 2,13,2,"[9, 4]",9
3874_ClarendonURW-ExtBol_fs_50_d_Layer 2,22,2,"[14, 8]",14
3874_FranklinGothicURWCon-MedIta_fs_50_d_Layer 2,15,2,"[8, 7]",8
3875_FranklinGothicURWCon-MedIta_fs_50_e_Layer 2,15,2,"[11, 4]",11
3876_ClarendonURW-ExtBol_fs_50_f_Layer 2,18,1,[18],18
3876_FranklinGothicURWCon-MedIta_fs_50_f_Layer 2,11,1,[11],11
3877_ClarendonURW-ExtBol_fs_50_g_Layer 2,26,3,"[19, 3, 4]",19
3878_ClarendonURW-ExtBol_fs_50_h_Layer 2,21,1,[21],21
3878_FranklinGothicURWCon-MedIta_fs_50_h_Layer 2,16,1,[16],16
3877_FranklinGothicURWCon-MedIta_fs_50_g_Layer 2,29,3,"[16, 5, 8]",16
3879_FranklinGothicURWCon-MedIta_fs_50_i_Layer 2,10,2,"[5, 5]",5
387_AntiqueOliCom-RegIta_fs_50_O_Layer 2,12,2,"[6, 6]",6
3879_ClarendonURW-ExtBol_fs_50_i_Layer 2,15,2,"[5, 10]",10
387_AGaramondPro-Bold_fs_50_O_Layer 2,11,2,"[5, 6]",6
3880_ClarendonURW-ExtBol_fs_50_j_Layer 2,18,2,"[5, 13]",13
3881_ClarendonURW-ExtBol_fs_50_k_Layer 2,20,1,[20],20
3880_FranklinGothicURWCon-MedIta_fs_50_j_Layer 2,13,2,"[5, 8]",8
3881_FranklinGothicURWCon-MedIta_fs_50_k_Layer 2,13,1,[13],13
3882_ClarendonURW-ExtBol_fs_50_l_Layer 2,10,1,[10],10
3882_FranklinGothicURWCon-MedIta_fs_50_l_Layer 2,5,1,[5],5
3883_FranklinGothicURWCon-MedIta_fs_50_m_Layer 2,24,1,[24],24
3883_ClarendonURW-ExtBol_fs_50_m_Layer 2,27,1,[27],27
3884_ClarendonURW-ExtBol_fs_50_n_Layer 2,18,1,[18],18
3884_FranklinGothicURWCon-MedIta_fs_50_n_Layer 2,14,1,[14],14
3885_FranklinGothicURWCon-MedIta_fs_50_o_Layer 2,18,2,"[9, 9]",9
3885_ClarendonURW-ExtBol_fs_50_o_Layer 2,15,2,"[7, 8]",8
3886_FranklinGothicURWCon-MedIta_fs_50_p_Layer 2,20,2,"[11, 9]",11
3887_ClarendonURW-ExtBol_fs_50_q_Layer 2,22,2,"[14, 8]",14
3886_ClarendonURW-ExtBol_fs_50_p_Layer 2,23,2,"[15, 8]",15
3888_ClarendonURW-ExtBol_fs_50_r_Layer 2,14,1,[14],14
3889_ClarendonURW-ExtBol_fs_50_s_Layer 2,19,1,[19],19
3887_FranklinGothicURWCon-MedIta_fs_50_q_Layer 2,19,2,"[10, 9]",10
3888_FranklinGothicURWCon-MedIta_fs_50_r_Layer 2,9,1,[9],9
3889_FranklinGothicURWCon-MedIta_fs_50_s_Layer 2,17,1,[17],17
388_AGaramondPro-Bold_fs_50_P_Layer 2,15,1,[15],15
3890_ClarendonURW-ExtBol_fs_50_t_Layer 2,17,1,[17],17
388_AntiqueOliCom-RegIta_fs_50_P_Layer 2,13,2,"[8, 5]",8
3890_FranklinGothicURWCon-MedIta_fs_50_t_Layer 2,14,1,[14],14
3891_ClarendonURW-ExtBol_fs_50_u_Layer 2,20,1,[20],20
3892_ClarendonURW-ExtBol_fs_50_v_Layer 2,14,1,[14],14
3891_FranklinGothicURWCon-MedIta_fs_50_u_Layer 2,13,1,[13],13
3892_FranklinGothicURWCon-MedIta_fs_50_v_Layer 2,9,1,[9],9
3893_ClarendonURW-ExtBol_fs_50_w_Layer 2,19,1,[19],19
3893_FranklinGothicURWCon-MedIta_fs_50_w_Layer 2,17,1,[17],17
3894_ClarendonURW-ExtBol_fs_50_x_Layer 2,17,1,[17],17
3894_FranklinGothicURWCon-MedIta_fs_50_x_Layer 2,13,1,[13],13
3895_FranklinGothicURWCon-MedIta_fs_50_y_Layer 2,10,1,[10],10
3895_ClarendonURW-ExtBol_fs_50_y_Layer 2,20,1,[20],20
3896_ClarendonURW-ExtBol_fs_50_z_Layer 2,13,1,[13],13
3896_FranklinGothicURWCon-MedIta_fs_50_z_Layer 2,9,1,[9],9
3898_ClarendonURW-ExtBol_fs_50_1_Layer 2,12,1,[12],12
3897_ClarendonURW-ExtBol_fs_50_0_Layer 2,13,2,"[5, 8]",8
3897_FranklinGothicURWCon-MedIta_fs_50_0_Layer 2,19,2,"[9, 10]",10
3898_FranklinGothicURWCon-MedIta_fs_50_1_Layer 2,12,1,[12],12
3899_ClarendonURW-ExtBol_fs_50_2_Layer 2,20,1,[20],20
3899_FranklinGothicURWCon-MedIta_fs_50_2_Layer 2,17,1,[17],17
389_AGaramondPro-Bold_fs_50_Q_Layer 2,17,2,"[11, 6]",11
389_AntiqueOliCom-RegIta_fs_50_Q_Layer 2,17,2,"[11, 6]",11
38_ACaslonPro-Bold_fs_50_l_Layer 2,10,1,[10],10
38_AntiqueOli-Bol_fs_50_l_Layer 2,5,1,[5],5
3900_ClarendonURW-ExtBol_fs_50_3_Layer 2,23,1,[23],23
3900_FranklinGothicURWCon-MedIta_fs_50_3_Layer 2,18,1,[18],18
3902_ClarendonURW-ExtBol_fs_50_5_Layer 2,17,1,[17],17
3901_ClarendonURW-ExtBol_fs_50_4_Layer 2,18,2,"[14, 4]",14
3901_FranklinGothicURWCon-MedIta_fs_50_4_Layer 2,17,2,"[12, 5]",12
3902_FranklinGothicURWCon-MedIta_fs_50_5_Layer 2,17,1,[17],17
3903_FranklinGothicURWCon-MedIta_fs_50_6_Layer 2,19,2,"[13, 6]",13
3903_ClarendonURW-ExtBol_fs_50_6_Layer 2,20,2,"[13, 7]",13
3904_ClarendonURW-ExtBol_fs_50_7_Layer 2,13,1,[13],13
3904_FranklinGothicURWCon-MedIta_fs_50_7_Layer 2,8,1,[8],8
3906_ClarendonURW-ExtBol_fs_50_9_Layer 2,17,2,"[12, 5]",12
3905_FranklinGothicURWCon-MedIta_fs_50_8_Layer 2,21,3,"[11, 5, 5]",11
3906_FranklinGothicURWCon-MedIta_fs_50_9_Layer 2,17,2,"[11, 6]",11
3905_ClarendonURW-ExtBol_fs_50_8_Layer 2,23,3,"[10, 6, 7]",10
3907_ClarendonURW-ExtBolObl_fs_50_A_Layer 2,21,2,"[16, 5]",16
3907_FranklinGothicURWCond-Book_fs_50_A_Layer 2,14,2,"[9, 5]",9
3908_ClarendonURW-ExtBolObl_fs_50_B_Layer 2,25,3,"[16, 4, 5]",16
3909_ClarendonURW-ExtBolObl_fs_50_C_Layer 2,16,1,[16],16
3908_FranklinGothicURWCond-Book_fs_50_B_Layer 2,19,3,"[9, 5, 5]",9
3909_FranklinGothicURWCond-Book_fs_50_C_Layer 2,15,1,[15],15
3910_ClarendonURW-ExtBolObl_fs_50_D_Layer 2,15,2,"[10, 5]",10
390_AntiqueOliCom-RegIta_fs_50_R_Layer 2,16,2,"[10, 6]",10
390_AGaramondPro-Bold_fs_50_R_Layer 2,17,2,"[13, 4]",13
3910_FranklinGothicURWCond-Book_fs_50_D_Layer 2,10,2,"[5, 5]",5
3911_ClarendonURW-ExtBolObl_fs_50_E_Layer 2,24,1,[24],24
3911_FranklinGothicURWCond-Book_fs_50_E_Layer 2,13,1,[13],13
3912_ClarendonURW-ExtBolObl_fs_50_F_Layer 2,20,1,[20],20
3912_FranklinGothicURWCond-Book_fs_50_F_Layer 2,11,1,[11],11
3913_ClarendonURW-ExtBolObl_fs_50_G_Layer 2,21,1,[21],21
3913_FranklinGothicURWCond-Book_fs_50_G_Layer 2,17,1,[17],17
3914_ClarendonURW-ExtBolObl_fs_50_H_Layer 2,22,1,[22],22
3914_FranklinGothicURWCond-Book_fs_50_H_Layer 2,13,1,[13],13
3915_FranklinGothicURWCond-Book_fs_50_I_Layer 2,5,1,[5],5
3916_ClarendonURW-ExtBolObl_fs_50_J_Layer 2,14,1,[14],14
3915_ClarendonURW-ExtBolObl_fs_50_I_Layer 2,11,1,[11],11
3916_FranklinGothicURWCond-Book_fs_50_J_Layer 2,7,1,[7],7
3917_ClarendonURW-ExtBolObl_fs_50_K_Layer 2,26,1,[26],26
3918_FranklinGothicURWCond-Book_fs_50_L_Layer 2,7,1,[7],7
3917_FranklinGothicURWCond-Book_fs_50_K_Layer 2,13,1,[13],13
3918_ClarendonURW-ExtBolObl_fs_50_L_Layer 2,12,1,[12],12
3919_ClarendonURW-ExtBolObl_fs_50_M_Layer 2,26,1,[26],26
391_AGaramondPro-Bold_fs_50_S_Layer 2,20,1,[20],20
3919_FranklinGothicURWCond-Book_fs_50_M_Layer 2,18,1,[18],18
391_AntiqueOliCom-RegIta_fs_50_S_Layer 2,16,1,[16],16
3920_ClarendonURW-ExtBolObl_fs_50_N_Layer 2,23,1,[23],23
3920_FranklinGothicURWCond-Book_fs_50_N_Layer 2,13,1,[13],13
3921_ClarendonURW-ExtBolObl_fs_50_O_Layer 2,14,2,"[6, 8]",8
3922_ClarendonURW-ExtBolObl_fs_50_P_Layer 2,19,2,"[13, 6]",13
3921_FranklinGothicURWCond-Book_fs_50_O_Layer 2,16,2,"[8, 8]",8
3922_FranklinGothicURWCond-Book_fs_50_P_Layer 2,13,2,"[8, 5]",8
3923_FranklinGothicURWCond-Book_fs_50_Q_Layer 2,18,2,"[10, 8]",10
3924_FranklinGothicURWCond-Book_fs_50_R_Layer 2,17,2,"[12, 5]",12
3923_ClarendonURW-ExtBolObl_fs_50_Q_Layer 2,24,3,"[10, 7, 7]",10
3925_ClarendonURW-ExtBolObl_fs_50_S_Layer 2,23,1,[23],23
3924_ClarendonURW-ExtBolObl_fs_50_R_Layer 2,29,2,"[23, 6]",23
3925_FranklinGothicURWCond-Book_fs_50_S_Layer 2,17,1,[17],17
3926_ClarendonURW-ExtBolObl_fs_50_T_Layer 2,15,1,[15],15
3927_ClarendonURW-ExtBolObl_fs_50_U_Layer 2,21,1,[21],21
3926_FranklinGothicURWCond-Book_fs_50_T_Layer 2,7,1,[7],7
3927_FranklinGothicURWCond-Book_fs_50_U_Layer 2,13,1,[13],13
3928_ClarendonURW-ExtBolObl_fs_50_V_Layer 2,17,1,[17],17
3928_FranklinGothicURWCond-Book_fs_50_V_Layer 2,9,1,[9],9
3929_ClarendonURW-ExtBolObl_fs_50_W_Layer 2,25,1,[25],25
3929_FranklinGothicURWCond-Book_fs_50_W_Layer 2,18,1,[18],18
392_AntiqueOliCom-RegIta_fs_50_T_Layer 2,9,1,[9],9
392_AGaramondPro-Bold_fs_50_T_Layer 2,11,1,[11],11
3931_ClarendonURW-ExtBolObl_fs_50_Y_Layer 2,17,1,[17],17
3930_ClarendonURW-ExtBolObl_fs_50_X_Layer 2,22,1,[22],22
3930_FranklinGothicURWCond-Book_fs_50_X_Layer 2,14,1,[14],14
3931_FranklinGothicURWCond-Book_fs_50_Y_Layer 2,10,1,[10],10
3932_ClarendonURW-ExtBolObl_fs_50_Z_Layer 2,17,1,[17],17
3932_FranklinGothicURWCond-Book_fs_50_Z_Layer 2,11,1,[11],11
3933_ClarendonURW-ExtBolObl_fs_50_a_Layer 2,23,2,"[18, 5]",18
3933_FranklinGothicURWCond-Book_fs_50_a_Layer 2,19,2,"[12, 7]",12
3934_FranklinGothicURWCond-Book_fs_50_b_Layer 2,17,2,"[9, 8]",9
3935_ClarendonURW-ExtBolObl_fs_50_c_Layer 2,16,1,[16],16
3934_ClarendonURW-ExtBolObl_fs_50_b_Layer 2,14,2,"[10, 4]",10
3935_FranklinGothicURWCond-Book_fs_50_c_Layer 2,13,1,[13],13
3936_ClarendonURW-ExtBolObl_fs_50_d_Layer 2,19,2,"[14, 5]",14
3936_FranklinGothicURWCond-Book_fs_50_d_Layer 2,16,2,"[8, 8]",8
3937_ClarendonURW-ExtBolObl_fs_50_e_Layer 2,13,2,"[9, 4]",9
3937_FranklinGothicURWCond-Book_fs_50_e_Layer 2,16,2,"[12, 4]",12
3938_ClarendonURW-ExtBolObl_fs_50_f_Layer 2,17,1,[17],17
3938_FranklinGothicURWCond-Book_fs_50_f_Layer 2,12,1,[12],12
3939_ClarendonURW-ExtBolObl_fs_50_g_Layer 2,25,3,"[19, 3, 3]",19
393_AGaramondPro-Bold_fs_50_U_Layer 2,16,1,[16],16
393_AntiqueOliCom-RegIta_fs_50_U_Layer 2,13,1,[13],13
3939_FranklinGothicURWCond-Book_fs_50_g_Layer 2,28,3,"[15, 5, 8]",15
3940_ClarendonURW-ExtBolObl_fs_50_h_Layer 2,21,1,[21],21
3940_FranklinGothicURWCond-Book_fs_50_h_Layer 2,15,1,[15],15
3941_ClarendonURW-ExtBolObl_fs_50_i_Layer 2,11,2,"[5, 6]",6
3941_FranklinGothicURWCond-Book_fs_50_i_Layer 2,8,2,"[3, 5]",5
3942_FranklinGothicURWCond-Book_fs_50_j_Layer 2,12,2,"[3, 9]",9
3943_ClarendonURW-ExtBolObl_fs_50_k_Layer 2,19,1,[19],19
3942_ClarendonURW-ExtBolObl_fs_50_j_Layer 2,16,2,"[5, 11]",11
3943_FranklinGothicURWCond-Book_fs_50_k_Layer 2,12,1,[12],12
3944_FranklinGothicURWCond-Book_fs_50_l_Layer 2,5,1,[5],5
3945_ClarendonURW-ExtBolObl_fs_50_m_Layer 2,23,1,[23],23
3944_ClarendonURW-ExtBolObl_fs_50_l_Layer 2,12,1,[12],12
3945_FranklinGothicURWCond-Book_fs_50_m_Layer 2,23,1,[23],23
3946_ClarendonURW-ExtBolObl_fs_50_n_Layer 2,19,1,[19],19
3946_FranklinGothicURWCond-Book_fs_50_n_Layer 2,14,1,[14],14
3947_ClarendonURW-ExtBolObl_fs_50_o_Layer 2,10,2,"[5, 5]",5
3947_FranklinGothicURWCond-Book_fs_50_o_Layer 2,16,2,"[8, 8]",8
3948_ClarendonURW-ExtBolObl_fs_50_p_Layer 2,19,2,"[14, 5]",14
3948_FranklinGothicURWCond-Book_fs_50_p_Layer 2,15,2,"[8, 7]",8
3949_FranklinGothicURWCond-Book_fs_50_q_Layer 2,18,2,"[10, 8]",10
