,id,total_len,nb_groups,len_groups,max_len_group
15769,11894_Layer 12,8,1,[8],8
15770,11894_Layer 15,8,1,[8],8
15771,11894_Layer 16,6,1,[6],6
15772,11894_Layer 17,8,1,[8],8
15773,11894_Layer 19,8,1,[8],8
15774,11894_Layer 18,6,1,[6],6
15776,11894_Layer 20,8,1,[8],8
15777,11894_Layer 3,16,1,[16],16
15778,11894_Layer 2,24,1,[24],24
15779,11894_Layer 21,25,1,[25],25
15780,11894_Layer 4,13,1,[13],13
15781,11894_Layer 7,8,1,[8],8
15782,11894_Layer 8,6,1,[6],6
15783,11894_Layer 9,10,1,[10],10
15784,11894_Layer 6,26,2,"[16, 10]",16
15785,11895_Layer 10,26,2,"[18, 8]",18
15786,11895_Layer 2,16,1,[16],16
15787,11894_Layer 5,11,1,[11],11
15788,11895_Layer 3,10,1,[10],10
15789,11895_Layer 6,8,1,[8],8
15790,11895_Layer 7,10,1,[10],10
15791,11895_Layer 8,8,1,[8],8
15792,11895_Layer 4,24,1,[24],24
15793,11895_Layer 5,23,1,[23],23
15794,11895_Layer 9,18,1,[18],18
15795,11896_Layer 13,10,1,[10],10
15796,11896_Layer 11,25,2,"[19, 6]",19
15797,11896_Layer 10,24,1,[24],24
15798,11896_Layer 14,8,1,[8],8
15799,11896_Layer 15,10,1,[10],10
15800,11896_Layer 16,12,1,[12],12
15801,11896_Layer 17,10,1,[10],10
15802,11896_Layer 18,14,1,[14],14
15803,11896_Layer 19,8,1,[8],8
15804,11896_Layer 2,6,1,[6],6
15805,11896_Layer 20,16,1,[16],16
15806,11896_Layer 21,12,1,[12],12
15807,11896_Layer 3,5,1,[5],5
15808,11896_Layer 12,26,1,[26],26
15809,11896_Layer 22,12,1,[12],12
15810,11896_Layer 4,10,1,[10],10
15811,11896_Layer 5,21,1,[21],21
15813,11897_Layer 2,4,1,[4],4
15814,11897_Layer 3,4,1,[4],4
15815,11896_Layer 8,22,2,"[14, 8]",14
15816,11897_Layer 4,4,1,[4],4
15817,11896_Layer 7,22,1,[22],22
15818,11897_Layer 5,6,1,[6],6
15819,11896_Layer 9,25,3,"[13, 6, 6]",13
15820,11897_Layer 8,8,1,[8],8
15821,11898_Layer 10,8,1,[8],8
15822,11897_Layer 6,14,1,[14],14
15823,11897_Layer 9,24,2,"[18, 6]",18
15824,11898_Layer 2,4,1,[4],4
15825,11898_Layer 3,4,1,[4],4
15827,11898_Layer 11,13,1,[13],13
15828,11898_Layer 5,16,1,[16],16
15829,11898_Layer 4,12,1,[12],12
15830,11898_Layer 6,22,2,"[14, 8]",14
15831,11898_Layer 7,11,1,[11],11
15832,1189_Layer 3,14,1,[14],14
15833,11898_Layer 9,22,1,[22],22
15834,11898_Layer 8,24,1,[24],24
15835,118_Layer 2,8,1,[8],8
15836,118_Layer 3,10,1,[10],10
15837,118_Layer 5,12,1,[12],12
15838,118_Layer 4,10,2,"[4, 6]",6
15839,118_Layer 6,6,1,[6],6
15840,118_Layer 7,6,1,[6],6
15842,118_Layer 8,10,1,[10],10
15843,11901_Layer 2,12,1,[12],12
15844,11901_Layer 6,18,1,[18],18
15845,11901_Layer 3,18,1,[18],18
15846,11901_Layer 5,22,1,[22],22
15847,11901_Layer 4,18,1,[18],18
15848,11901_Layer 8,8,1,[8],8
15849,11901_Layer 7,18,1,[18],18
15850,11902_Layer 4,6,1,[6],6
15851,11902_Layer 3,22,2,"[12, 10]",12
15852,11902_Layer 2,20,1,[20],20
15853,11903_Layer 3,18,1,[18],18
15854,11903_Layer 2,20,1,[20],20
15855,11903_Layer 4,14,2,"[6, 8]",8
15856,11903_Layer 5,10,2,"[4, 6]",6
15857,11903_Layer 7,8,1,[8],8
15858,11903_Layer 8,6,1,[6],6
15859,11903_Layer 6,18,2,"[12, 6]",12
15860,11903_Layer 9,8,1,[8],8
15861,11904_Layer 2,6,1,[6],6
15862,11904_Layer 3,8,1,[8],8
15863,11904_Layer 10,18,1,[18],18
15864,11904_Layer 11,8,1,[8],8
15865,11904_Layer 4,14,1,[14],14
15866,11904_Layer 5,12,1,[12],12
15867,11904_Layer 7,18,1,[18],18
15868,11904_Layer 6,10,1,[10],10
15869,11904_Layer 8,20,1,[20],20
15870,11905_Layer 10,8,1,[8],8
15871,11904_Layer 9,24,1,[24],24
15872,11905_Layer 11,14,1,[14],14
15873,11905_Layer 12,10,1,[10],10
15874,11905_Layer 13,10,1,[10],10
15875,11905_Layer 14,8,1,[8],8
15876,11905_Layer 15,8,1,[8],8
15877,11905_Layer 17,16,1,[16],16
15878,11905_Layer 18,14,1,[14],14
15880,11905_Layer 2,10,1,[10],10
15881,11905_Layer 3,9,1,[9],9
15882,11905_Layer 4,16,1,[16],16
15883,11905_Layer 5,14,2,"[8, 6]",8
15884,11905_Layer 6,16,1,[16],16
15885,11905_Layer 9,8,1,[8],8
15887,11906_Layer 2,4,1,[4],4
15888,11905_Layer 7,13,2,"[9, 4]",9
15889,11905_Layer 8,16,2,"[8, 8]",8
15890,11906_Layer 6,8,1,[8],8
15891,11906_Layer 5,6,1,[6],6
15892,11906_Layer 3,16,1,[16],16
15893,11906_Layer 4,12,1,[12],12
15894,11906_Layer 7,24,1,[24],24
15895,11906_Layer 8,16,1,[16],16
15896,11907_Layer 3,19,2,"[15, 4]",15
15897,11907_Layer 2,19,2,"[15, 4]",15
15898,11907_Layer 5,17,1,[17],17
15899,11908_Layer 2,12,1,[12],12
15901,11909_Layer 2,6,1,[6],6
15902,11909_Layer 3,8,1,[8],8
15903,11909_Layer 4,10,1,[10],10
15904,11908_Layer 3,17,1,[17],17
15905,11908_Layer 4,14,2,"[10, 4]",10
15906,11909_Layer 5,14,1,[14],14
15907,11908_Layer 5,17,3,"[8, 5, 4]",8
15908,11909_Layer 6,16,2,"[10, 6]",10
15909,11909_Layer 8,10,1,[10],10
15910,11909_Layer 9,8,1,[8],8
15911,11909_Layer 7,22,1,[22],22
15912,11910_Layer 2,6,1,[6],6
15913,11910_Layer 10,10,1,[10],10
15914,11910_Layer 3,8,1,[8],8
15915,11910_Layer 4,10,1,[10],10
15916,11910_Layer 5,16,1,[16],16
15917,11910_Layer 6,18,2,"[10, 8]",10
15918,11910_Layer 7,18,2,"[12, 6]",12
15919,11911_Layer 2,10,1,[10],10
15920,11910_Layer 8,16,2,"[10, 6]",10
15921,11911_Layer 3,6,1,[6],6
15922,11910_Layer 9,24,2,"[14, 10]",14
15923,11911_Layer 4,16,2,"[10, 6]",10
15924,11911_Layer 6,10,1,[10],10
15925,11912_Layer 2,10,1,[10],10
15926,11911_Layer 5,12,2,"[4, 8]",8
15927,11912_Layer 3,8,1,[8],8
15928,11911_Layer 7,12,1,[12],12
15929,11912_Layer 4,12,1,[12],12
15930,11912_Layer 6,8,1,[8],8
15931,11912_Layer 7,12,1,[12],12
15932,11912_Layer 5,16,1,[16],16
15933,11913_Layer 11,10,1,[10],10
15934,11913_Layer 10,14,2,"[10, 4]",10
15935,11913_Layer 3,10,1,[10],10
15936,11913_Layer 2,8,1,[8],8
15937,11913_Layer 4,8,1,[8],8
15938,11913_Layer 12,20,1,[20],20
15939,11913_Layer 5,12,1,[12],12
15940,11913_Layer 6,8,1,[8],8
15941,11913_Layer 7,14,1,[14],14
15942,11914_Layer 2,8,1,[8],8
15943,11913_Layer 8,18,2,"[12, 6]",12
15944,11914_Layer 4,8,1,[8],8
15945,11914_Layer 3,10,1,[10],10
15946,11913_Layer 9,16,2,"[10, 6]",10
15947,11914_Layer 5,12,1,[12],12
15948,11914_Layer 8,22,2,"[12, 10]",12
15949,11914_Layer 7,14,1,[14],14
15950,11914_Layer 6,16,2,"[8, 8]",8
15951,11915_Layer 3,10,1,[10],10
15952,11915_Layer 2,8,1,[8],8
15953,11915_Layer 4,6,1,[6],6
15954,11915_Layer 10,14,1,[14],14
15955,11915_Layer 5,10,1,[10],10
15956,11915_Layer 6,14,1,[14],14
15957,11916_Layer 2,10,1,[10],10
15958,11915_Layer 7,11,1,[11],11
15959,11915_Layer 9,16,1,[16],16
15960,11916_Layer 3,12,1,[12],12
15961,11916_Layer 4,14,1,[14],14
15962,11915_Layer 8,16,1,[16],16
15963,11917_Layer 2,10,1,[10],10
15964,11917_Layer 3,8,1,[8],8
15965,11917_Layer 5,6,1,[6],6
15966,11917_Layer 4,6,1,[6],6
15967,11917_Layer 6,8,1,[8],8
15968,11918_Layer 2,10,1,[10],10
15969,11917_Layer 8,14,1,[14],14
15970,11917_Layer 9,18,1,[18],18
15971,11917_Layer 7,11,1,[11],11
15972,11918_Layer 3,8,1,[8],8
15973,11918_Layer 4,4,1,[4],4
15974,11918_Layer 5,10,1,[10],10
15975,11918_Layer 8,6,1,[6],6
15976,11918_Layer 9,10,1,[10],10
15977,11919_Layer 2,8,1,[8],8
15978,11918_Layer 6,12,1,[12],12
15979,11918_Layer 7,18,2,"[10, 8]",10
15980,11919_Layer 6,8,1,[8],8
15981,11919_Layer 5,8,1,[8],8
15982,11919_Layer 3,8,1,[8],8
15983,11919_Layer 7,6,1,[6],6
15984,11919_Layer 8,6,1,[6],6
15985,11919_Layer 4,16,1,[16],16
15986,11920_Layer 10,16,2,"[10, 6]",10
15987,11920_Layer 11,14,1,[14],14
15988,11920_Layer 14,8,1,[8],8
15989,11920_Layer 15,6,1,[6],6
15990,11920_Layer 2,4,1,[4],4
15991,11920_Layer 12,14,1,[14],14
15992,11920_Layer 13,20,1,[20],20
15993,11920_Layer 3,8,1,[8],8
15994,11920_Layer 5,10,1,[10],10
15995,11920_Layer 4,20,1,[20],20
15996,11920_Layer 6,16,2,"[10, 6]",10
15997,11920_Layer 7,18,2,"[10, 8]",10
15998,11920_Layer 8,18,2,"[8, 10]",10
15999,11921_Layer 10,16,2,"[10, 6]",10
16000,11921_Layer 11,26,2,"[16, 10]",16
16001,11920_Layer 9,18,2,"[12, 6]",12
16002,11921_Layer 2,8,1,[8],8
16003,11921_Layer 3,6,1,[6],6
16004,11921_Layer 12,14,2,"[10, 4]",10
16005,11921_Layer 5,14,1,[14],14
16006,11921_Layer 4,14,1,[14],14
16007,11921_Layer 8,18,1,[18],18
16008,11921_Layer 6,16,1,[16],16
16009,11921_Layer 7,18,1,[18],18
16010,11921_Layer 9,11,1,[11],11
16011,11922_Layer 10,16,2,"[10, 6]",10
16012,11922_Layer 11,18,2,"[12, 6]",12
16013,11922_Layer 12,20,2,"[14, 6]",14
16014,11922_Layer 14,18,1,[18],18
16015,11922_Layer 13,22,1,[22],22
16017,11922_Layer 2,10,1,[10],10
16018,11922_Layer 17,18,2,"[12, 6]",12
16019,11922_Layer 18,10,2,"[6, 4]",6
16020,11922_Layer 3,10,1,[10],10
16021,11922_Layer 16,16,1,[16],16
16022,11922_Layer 4,8,1,[8],8
16023,11922_Layer 5,6,1,[6],6
16024,11922_Layer 7,10,1,[10],10
16025,11922_Layer 6,12,1,[12],12
16026,11922_Layer 8,18,1,[18],18
16027,11922_Layer 9,9,1,[9],9
16028,11923_Layer 11,16,1,[16],16
16029,11923_Layer 10,18,1,[18],18
16030,11923_Layer 12,18,1,[18],18
16031,11923_Layer 15,12,1,[12],12
16032,11923_Layer 14,12,1,[12],12
16033,11923_Layer 13,18,1,[18],18
16034,11923_Layer 16,20,2,"[12, 8]",12
16035,11923_Layer 2,10,1,[10],10
16036,11923_Layer 17,22,2,"[14, 8]",14
16037,11923_Layer 18,16,2,"[10, 6]",10
16038,11923_Layer 19,24,2,"[12, 12]",12
16039,11923_Layer 21,20,2,"[12, 8]",12
16040,11923_Layer 20,14,1,[14],14
16041,11923_Layer 22,16,1,[16],16
16042,11923_Layer 23,18,1,[18],18
16043,11923_Layer 24,20,2,"[14, 6]",14
16044,11923_Layer 27,10,1,[10],10
16045,11923_Layer 26,14,1,[14],14
16046,11923_Layer 25,22,1,[22],22
16047,11923_Layer 3,8,1,[8],8
16048,11923_Layer 4,8,1,[8],8
16049,11923_Layer 5,4,1,[4],4
16050,11923_Layer 6,6,1,[6],6
16052,11923_Layer 7,8,1,[8],8
16053,11923_Layer 8,12,1,[12],12
16054,11923_Layer 9,16,1,[16],16
16055,11924_Layer 11,22,1,[22],22
16056,11924_Layer 10,18,1,[18],18
16057,11924_Layer 13,14,1,[14],14
16058,11924_Layer 12,16,1,[16],16
16059,11924_Layer 14,14,1,[14],14
16060,11924_Layer 16,14,1,[14],14
16061,11924_Layer 15,22,2,"[10, 12]",12
16062,11924_Layer 17,20,2,"[12, 8]",12
16063,11924_Layer 2,10,1,[10],10
16064,11924_Layer 18,16,1,[16],16
16065,11924_Layer 19,16,2,"[10, 6]",10
16066,11924_Layer 21,18,1,[18],18
16067,11924_Layer 23,6,1,[6],6
16068,11924_Layer 3,8,1,[8],8
16069,11924_Layer 22,16,1,[16],16
16070,11924_Layer 20,21,2,"[17, 4]",17
16071,11924_Layer 6,12,1,[12],12
16072,11924_Layer 4,8,1,[8],8
16073,11924_Layer 24,20,1,[20],20
16074,11924_Layer 5,6,1,[6],6
16075,11924_Layer 8,6,1,[6],6
16076,11924_Layer 7,9,1,[9],9
16077,11924_Layer 9,14,1,[14],14
16078,11925_Layer 13,10,1,[10],10
16079,11925_Layer 10,17,1,[17],17
16080,11925_Layer 14,10,1,[10],10
16081,11925_Layer 12,14,2,"[8, 6]",8
16082,11925_Layer 11,14,1,[14],14
16083,11925_Layer 3,18,1,[18],18
16084,11925_Layer 2,10,1,[10],10
16085,11925_Layer 4,16,1,[16],16
16086,11925_Layer 5,24,2,"[16, 8]",16
16087,11925_Layer 6,24,2,"[14, 10]",14
16088,11925_Layer 7,10,1,[10],10
16089,11926_Layer 10,14,1,[14],14
16090,11926_Layer 2,8,1,[8],8
16091,11925_Layer 8,15,1,[15],15
16092,11925_Layer 9,11,1,[11],11
16093,11926_Layer 3,8,1,[8],8
16094,11926_Layer 4,12,1,[12],12
16095,11926_Layer 5,12,1,[12],12
16096,11926_Layer 6,12,1,[12],12
16097,11926_Layer 7,12,1,[12],12
16098,11926_Layer 8,14,1,[14],14
16099,11926_Layer 9,16,1,[16],16
16100,11927_Layer 2,10,1,[10],10
16101,11927_Layer 3,10,1,[10],10
16102,11927_Layer 5,14,1,[14],14
16103,11927_Layer 4,14,1,[14],14
16104,11927_Layer 7,14,1,[14],14
16105,11927_Layer 6,24,1,[24],24
16106,11928_Layer 11,16,1,[16],16
16107,11928_Layer 12,16,1,[16],16
16108,11928_Layer 10,22,2,"[12, 10]",12
16109,11928_Layer 14,10,1,[10],10
16110,11928_Layer 13,18,1,[18],18
16111,11928_Layer 15,24,2,"[16, 8]",16
16112,11928_Layer 16,12,1,[12],12
16113,11928_Layer 2,6,1,[6],6
16114,11928_Layer 17,12,1,[12],12
16115,11928_Layer 18,14,1,[14],14
16116,11928_Layer 19,12,1,[12],12
16117,11928_Layer 20,14,2,"[8, 6]",8
16118,11928_Layer 22,26,1,[26],26
16119,11928_Layer 3,7,1,[7],7
16120,11928_Layer 4,8,1,[8],8
16121,11928_Layer 5,8,1,[8],8
16122,11928_Layer 7,16,1,[16],16
16123,11928_Layer 21,25,3,"[9, 10, 6]",10
16124,11928_Layer 6,20,1,[20],20
16125,11928_Layer 8,12,1,[12],12
16126,11928_Layer 9,16,1,[16],16
16127,11929_Layer 3,14,1,[14],14
16128,11929_Layer 2,16,1,[16],16
16129,11929_Layer 4,16,2,"[10, 6]",10
16130,11929_Layer 6,8,1,[8],8
16131,11929_Layer 5,8,1,[8],8
16132,11929_Layer 7,12,1,[12],12
16133,1192_Layer 10,10,1,[10],10
16134,1192_Layer 11,11,1,[11],11
16136,1192_Layer 2,20,1,[20],20
16137,1192_Layer 5,6,1,[6],6
16138,1192_Layer 3,25,2,"[19, 6]",19
16139,1192_Layer 6,6,1,[6],6
16140,1192_Layer 7,8,1,[8],8
16141,1192_Layer 8,8,1,[8],8
16142,11930_Layer 10,14,1,[14],14
16143,1192_Layer 9,12,1,[12],12
16144,11930_Layer 11,16,1,[16],16
16145,11930_Layer 12,16,1,[16],16
16146,11930_Layer 13,16,1,[16],16
16147,11930_Layer 14,18,1,[18],18
16148,11930_Layer 15,14,1,[14],14
16149,11930_Layer 16,10,1,[10],10
16150,11930_Layer 17,12,1,[12],12
16151,11930_Layer 18,20,2,"[12, 8]",12
16152,11930_Layer 19,10,1,[10],10
16153,11930_Layer 2,10,1,[10],10
16154,11930_Layer 20,12,1,[12],12
16155,11930_Layer 21,14,1,[14],14
16156,11930_Layer 22,12,1,[12],12
16157,11930_Layer 23,10,1,[10],10
16158,11930_Layer 24,16,1,[16],16
16159,11930_Layer 25,22,2,"[16, 6]",16
16161,11930_Layer 26,18,2,"[12, 6]",12
16162,11930_Layer 27,18,2,"[12, 6]",12
16163,11930_Layer 3,6,1,[6],6
16164,11930_Layer 29,18,2,"[12, 6]",12
16165,11930_Layer 28,17,2,"[11, 6]",11
16166,11930_Layer 30,14,1,[14],14
16167,1192_Layer 4,21,1,[21],21
16168,11930_Layer 31,20,2,"[10, 10]",10
16169,11930_Layer 32,18,1,[18],18
16170,11930_Layer 4,8,1,[8],8
16171,11930_Layer 5,10,1,[10],10
16172,11930_Layer 34,24,2,"[14, 10]",14
16173,11930_Layer 6,10,1,[10],10
16175,11930_Layer 7,10,1,[10],10
16176,11930_Layer 8,8,1,[8],8
16177,11930_Layer 9,16,1,[16],16
16178,11931_Layer 2,10,1,[10],10
16179,11931_Layer 4,20,2,"[14, 6]",14
16180,11931_Layer 3,12,1,[12],12
16181,11931_Layer 5,8,1,[8],8
16182,11931_Layer 6,10,1,[10],10
16183,11931_Layer 8,8,1,[8],8
16184,11931_Layer 7,6,1,[6],6
16185,11932_Layer 2,10,1,[10],10
16186,11932_Layer 3,20,1,[20],20
16187,11932_Layer 4,10,1,[10],10
16188,11932_Layer 5,22,2,"[12, 10]",12
16189,11932_Layer 6,16,2,"[10, 6]",10
16190,11932_Layer 8,20,1,[20],20
16191,11932_Layer 7,16,1,[16],16
16192,11933_Layer 2,12,1,[12],12
16193,11934_Layer 3,10,1,[10],10
16194,11934_Layer 2,6,1,[6],6
16195,11933_Layer 3,16,1,[16],16
16196,11933_Layer 4,18,2,"[12, 6]",12
16197,11934_Layer 4,14,1,[14],14
16198,11934_Layer 5,14,1,[14],14
16199,11935_Layer 10,22,2,"[12, 10]",12
16200,11935_Layer 11,16,1,[16],16
16201,11935_Layer 12,16,1,[16],16
16202,11935_Layer 2,10,1,[10],10
16203,11935_Layer 3,8,1,[8],8
16204,11935_Layer 13,18,2,"[10, 8]",10
16205,11935_Layer 4,8,1,[8],8
16206,11935_Layer 14,24,1,[24],24
16207,11935_Layer 5,8,1,[8],8
16208,11935_Layer 6,12,1,[12],12
16209,11935_Layer 8,6,1,[6],6
16210,11935_Layer 7,8,1,[8],8
16211,11936_Layer 2,6,1,[6],6
16212,11936_Layer 3,10,1,[10],10
16213,11935_Layer 9,10,1,[10],10
16214,11936_Layer 4,18,1,[18],18
16215,11936_Layer 6,18,2,"[14, 4]",14
16216,11936_Layer 8,10,1,[10],10
16217,11936_Layer 5,22,2,"[16, 6]",16
16218,11937_Layer 2,6,1,[6],6
16219,11937_Layer 3,6,1,[6],6
16220,11936_Layer 7,16,2,"[10, 6]",10
16221,11936_Layer 9,20,1,[20],20
16222,11937_Layer 4,16,1,[16],16
16223,11938_Layer 2,10,1,[10],10
16224,11938_Layer 3,8,1,[8],8
16225,11937_Layer 6,16,1,[16],16
16226,11937_Layer 5,14,1,[14],14
16227,11939_Layer 2,8,1,[8],8
16228,11938_Layer 4,14,1,[14],14
16229,11938_Layer 5,14,1,[14],14
16230,11939_Layer 3,14,1,[14],14
16231,11939_Layer 7,10,1,[10],10
16232,11939_Layer 4,16,1,[16],16
16233,11939_Layer 5,12,2,"[8, 4]",8
16234,11939_Layer 8,12,1,[12],12
16235,11939_Layer 6,16,2,"[8, 8]",8
16236,1193_Layer 10,10,1,[10],10
16237,1193_Layer 11,10,1,[10],10
16238,1193_Layer 12,10,1,[10],10
16239,1193_Layer 13,17,1,[17],17
16240,1193_Layer 2,21,1,[21],21
16241,1193_Layer 3,23,2,"[17, 6]",17
16242,1193_Layer 4,24,2,"[16, 8]",16
16243,1193_Layer 7,10,1,[10],10
16244,1193_Layer 8,10,1,[10],10
16245,11940_Layer 10,24,2,"[16, 8]",16
16246,1193_Layer 9,9,1,[9],9
16247,11940_Layer 12,8,1,[8],8
16248,11940_Layer 13,6,1,[6],6
16250,11940_Layer 11,26,1,[26],26
16251,11940_Layer 2,8,1,[8],8
16252,11940_Layer 3,8,1,[8],8
16253,11940_Layer 4,14,1,[14],14
16254,11940_Layer 6,12,1,[12],12
16255,11940_Layer 5,12,2,"[4, 8]",8
16256,11940_Layer 7,10,1,[10],10
16257,11940_Layer 9,14,2,"[8, 6]",8
16258,11940_Layer 8,20,2,"[14, 6]",14
16259,11941_Layer 2,8,1,[8],8
16260,11941_Layer 3,6,1,[6],6
16261,11941_Layer 6,8,1,[8],8
16262,11941_Layer 4,14,1,[14],14
16263,11941_Layer 5,14,2,"[8, 6]",8
16264,11941_Layer 7,8,1,[8],8
16265,11941_Layer 8,10,1,[10],10
16266,11942_Layer 12,8,1,[8],8
16267,11942_Layer 13,10,1,[10],10
16268,11942_Layer 11,22,3,"[10, 4, 8]",10
16269,11942_Layer 14,8,1,[8],8
16270,11942_Layer 10,22,3,"[10, 6, 6]",10
16271,11942_Layer 2,10,1,[10],10
16272,11942_Layer 3,10,1,[10],10
16273,11942_Layer 4,10,1,[10],10
16274,11942_Layer 5,14,1,[14],14
16275,11942_Layer 7,22,2,"[14, 8]",14
16276,11942_Layer 8,12,1,[12],12
16277,11942_Layer 6,16,1,[16],16
16278,11943_Layer 2,8,1,[8],8
16279,11943_Layer 3,8,1,[8],8
16280,1193_Layer 6,22,1,[22],22
16281,11942_Layer 9,10,1,[10],10
16282,11943_Layer 7,8,1,[8],8
16283,11943_Layer 4,14,1,[14],14
16284,11943_Layer 6,22,3,"[10, 6, 6]",10
16285,11943_Layer 5,24,3,"[10, 8, 6]",10
16286,11944_Layer 10,20,1,[20],20
16287,11944_Layer 13,6,1,[6],6
16288,11943_Layer 8,26,3,"[14, 6, 6]",14
16289,11944_Layer 11,26,3,"[8, 10, 8]",10
16290,11944_Layer 12,22,2,"[14, 8]",14
16291,11944_Layer 2,8,1,[8],8
16292,11944_Layer 3,8,1,[8],8
16293,11944_Layer 4,14,1,[14],14
16294,11944_Layer 5,16,1,[16],16
16295,11944_Layer 6,22,2,"[14, 8]",14
16296,11944_Layer 7,10,1,[10],10
16297,11944_Layer 8,12,1,[12],12
16298,11944_Layer 9,12,1,[12],12
16299,11945_Layer 11,26,3,"[12, 6, 8]",12
16300,11945_Layer 12,20,1,[20],20
16301,11945_Layer 10,24,2,"[16, 8]",16
16302,11945_Layer 2,6,1,[6],6
16303,11945_Layer 3,14,1,[14],14
16304,11945_Layer 5,16,1,[16],16
16305,11945_Layer 4,14,1,[14],14
16306,11945_Layer 7,10,2,"[4, 6]",6
16307,11945_Layer 6,14,1,[14],14
16308,11945_Layer 8,18,2,"[12, 6]",12
16309,11945_Layer 9,12,1,[12],12
16310,11946_Layer 11,14,1,[14],14
16311,11946_Layer 10,22,2,"[16, 6]",16
16312,11946_Layer 12,24,1,[24],24
16313,11946_Layer 3,8,1,[8],8
16314,11946_Layer 2,10,1,[10],10
16315,11946_Layer 14,12,1,[12],12
16316,11946_Layer 4,10,1,[10],10
16317,11946_Layer 13,26,1,[26],26
16318,11946_Layer 5,14,1,[14],14
16319,11946_Layer 6,10,1,[10],10
16320,11946_Layer 8,16,1,[16],16
16321,11947_Layer 2,14,1,[14],14
16322,11946_Layer 7,16,1,[16],16
16323,11946_Layer 9,20,2,"[10, 10]",10
16324,11947_Layer 5,8,1,[8],8
16325,11947_Layer 6,10,1,[10],10
16326,11947_Layer 4,16,2,"[10, 6]",10
16327,11947_Layer 3,9,1,[9],9
16328,11947_Layer 7,12,1,[12],12
16329,11948_Layer 10,14,1,[14],14
16330,11948_Layer 11,10,1,[10],10
16331,11948_Layer 12,18,1,[18],18
16332,11948_Layer 13,16,2,"[10, 6]",10
16333,11948_Layer 2,6,1,[6],6
16334,11948_Layer 4,10,1,[10],10
16335,11948_Layer 3,12,1,[12],12
16337,11948_Layer 5,16,1,[16],16
16338,11948_Layer 6,14,1,[14],14
16339,11948_Layer 15,24,3,"[8, 10, 6]",10
16340,11948_Layer 9,12,1,[12],12
16341,11948_Layer 7,14,1,[14],14
16342,11948_Layer 8,10,1,[10],10
16343,11949_Layer 10,10,1,[10],10
16344,11949_Layer 11,12,1,[12],12
16345,11949_Layer 12,16,1,[16],16
16346,11949_Layer 2,10,1,[10],10
16347,11949_Layer 15,16,1,[16],16
16348,11949_Layer 14,16,2,"[10, 6]",10
16349,11949_Layer 4,10,2,"[4, 6]",6
16351,11949_Layer 3,14,1,[14],14
16352,11949_Layer 5,12,1,[12],12
16353,11949_Layer 6,14,1,[14],14
16354,11949_Layer 8,16,1,[16],16
16355,11949_Layer 9,14,1,[14],14
16356,11949_Layer 7,14,1,[14],14
16357,1194_Layer 2,10,1,[10],10
16358,1194_Layer 5,12,2,"[4, 8]",8
16359,1194_Layer 4,10,1,[10],10
16360,1194_Layer 3,10,1,[10],10
16361,1194_Layer 6,8,2,"[4, 4]",4
16362,11950_Layer 3,8,1,[8],8
16363,11950_Layer 2,10,1,[10],10
16364,11950_Layer 4,10,1,[10],10
16365,11950_Layer 8,12,1,[12],12
16366,11950_Layer 5,18,2,"[10, 8]",10
16367,11950_Layer 6,10,1,[10],10
16368,11950_Layer 7,24,1,[24],24
16369,11950_Layer 9,22,1,[22],22
16370,11951_Layer 10,14,1,[14],14
16371,11951_Layer 12,18,2,"[10, 8]",10
16372,11951_Layer 11,20,2,"[10, 10]",10
16373,11951_Layer 14,20,2,"[12, 8]",12
16374,11951_Layer 13,15,1,[15],15
16375,11951_Layer 15,20,1,[20],20
16376,11951_Layer 16,14,1,[14],14
16377,11951_Layer 2,10,1,[10],10
16379,11951_Layer 17,20,2,"[14, 6]",14
16380,11951_Layer 20,8,1,[8],8
16381,11951_Layer 21,6,1,[6],6
16382,11951_Layer 3,10,1,[10],10
16383,11951_Layer 4,8,1,[8],8
16384,11951_Layer 5,8,1,[8],8
16386,11951_Layer 6,20,1,[20],20
16387,11951_Layer 7,18,1,[18],18
16388,11951_Layer 8,16,1,[16],16
16389,11951_Layer 9,18,1,[18],18
16390,11952_Layer 5,8,1,[8],8
16391,11952_Layer 2,16,1,[16],16
16392,11952_Layer 3,22,2,"[14, 8]",14
16393,11952_Layer 6,6,1,[6],6
16394,11952_Layer 7,8,1,[8],8
16395,11952_Layer 4,20,2,"[14, 6]",14
16396,11952_Layer 8,8,1,[8],8
16397,11955_Layer 2,6,1,[6],6
16398,11955_Layer 3,6,1,[6],6
16399,11955_Layer 10,24,2,"[18, 6]",18
16400,11955_Layer 4,6,1,[6],6
16401,11954_Layer 3,13,1,[13],13
16403,11955_Layer 5,24,1,[24],24
16404,11955_Layer 6,12,1,[12],12
16405,11956_Layer 2,4,1,[4],4
16406,11955_Layer 7,9,1,[9],9
16407,11955_Layer 9,26,1,[26],26
16408,11955_Layer 8,14,1,[14],14
16409,11956_Layer 3,8,1,[8],8
16410,11956_Layer 6,8,1,[8],8
16411,11956_Layer 5,18,2,"[12, 6]",12
16412,11956_Layer 7,17,1,[17],17
16413,11956_Layer 4,21,2,"[13, 8]",13
16414,11957_Layer 2,19,2,"[11, 8]",11
16415,11957_Layer 3,12,1,[12],12
16416,11957_Layer 5,17,2,"[12, 5]",12
16417,11958_Layer 10,10,1,[10],10
16418,11958_Layer 11,6,1,[6],6
16419,11957_Layer 4,16,1,[16],16
16420,11958_Layer 12,10,1,[10],10
